descendant	ancestor	display
194950003	57809008	Acute myocarditis - meningococcal
194956009	57809008	Septic myocarditis - pneumococcal
194957000	57809008	Septic myocarditis - staphylococcal
194958005	57809008	Septic myocarditis - streptococcal
195020003	57809008	Hypertrophic cardiomyopathy without obstruction
195021004	57809008	Primary dilated cardiomyopathy
195025008	57809008	Cardiac glycogenosis
195027000	57809008	Cardiomyopathy due to mucopolysaccharidosis
195029002	57809008	Cardiomyopathy associated with another disorder
195030007	57809008	Cardiomyopathy in Friedreich's ataxia
195031006	57809008	Cardiomyopathy in myotonic dystrophy
195032004	57809008	Dystrophic cardiomyopathy
195033009	57809008	Sarcoid heart muscle disease
195039008	57809008	Partial atrioventricular block
195042002	57809008	Second degree atrioventricular block
195071001	57809008	Paroxysmal junctional tachycardia
195072008	57809008	Paroxysmal nodal tachycardia
195136004	57809008	Rheumatoid myocarditis
204383001	57809008	Congenital complete atrioventricular heart block
204384007	57809008	Congenital incomplete atrioventricular heart block
204394002	57809008	Congenital anomaly of myocardium
213215000	57809008	Cardiorespiratory failure as a complication of care
233823002	57809008	Silent myocardial ischemia
233825009	57809008	Acute Q wave infarction - anteroseptal
233826005	57809008	Acute non-Q wave infarction - anteroseptal
233827001	57809008	Acute Q wave infarction - anterolateral
233828006	57809008	Acute non-Q wave infarction - anterolateral
233829003	57809008	Acute Q wave infarction - inferior
233830008	57809008	Acute non-Q wave infarction - inferior
233831007	57809008	Acute Q wave infarction - inferolateral
233832000	57809008	Acute non-Q wave infarction - inferolateral
233833005	57809008	Acute Q wave infarction - lateral
233834004	57809008	Acute non-Q wave infarction - lateral
233835003	57809008	Acute widespread myocardial infarction
233836002	57809008	Acute Q wave infarction - widespread
233837006	57809008	Acute non-Q wave infarction - widespread
233838001	57809008	Acute posterior myocardial infarction
233839009	57809008	Old anterior myocardial infarction
233840006	57809008	Old inferior myocardial infarction
233841005	57809008	Old lateral myocardial infarction
233842003	57809008	Old posterior myocardial infarction
233843008	57809008	Silent myocardial infarction
233860003	57809008	Post-infarction mitral papillary muscle rupture
233867000	57809008	Q fever myocarditis
233868005	57809008	Fungal myocarditis
233869002	57809008	Parasitic myocarditis
233871002	57809008	Congestive obstructive cardiomyopathy
233873004	57809008	Hypertrophic cardiomyopathy
233875006	57809008	Post-myocarditic cardiomyopathy
233877003	57809008	Restrictive cardiomyopathy without endomyocardial fibrosis
233878008	57809008	Familial restrictive cardiomyopathy
233880002	57809008	Chronic myocardial disorder caused by chemical or external agent
233895000	57809008	Ectopic atrioventricular node tachycardia
233896004	57809008	Re-entrant atrioventricular node tachycardia
233904005	57809008	Permanent junctional reciprocating tachycardia
233917008	57809008	Atrioventricular block
233918003	57809008	Postoperative complete heart block
233928007	57809008	Myocardial dysfunction
240077004	57809008	Severe scapuloperoneal muscular dystrophy with cardiomyopathy
251061000	57809008	Myocardial necrosis
251114004	57809008	Intermittent second degree atrioventricular block
251162005	57809008	AV-junctional (nodal) bradycardia
251163000	57809008	AV junctional (nodal) arrest
251165007	57809008	AV junctional (nodal) tachycardia
253390008	57809008	Tricuspid papillary muscle abnormality
253391007	57809008	Parachute malformation of tricuspid valve
253392000	57809008	Congenital absence of tricuspid papillary muscle
253393005	57809008	Fused tricuspid papillary muscle
253394004	57809008	Hypoplastic tricuspid papillary muscle
253410006	57809008	Mitral papillary muscle abnormality
253411005	57809008	Absent mitral papillary muscle
253412003	57809008	Fused mitral papillary muscles
253413008	57809008	Hypoplastic mitral papillary muscle
253528005	57809008	Arrhythmogenic right ventricular dysplasia
263944006	57809008	Anterolateral muscle band
264162009	57809008	Posteromedial muscle band
264571006	57809008	Septoparietal trabeculations
266238009	57809008	Isolated (Fiedler's) myocarditis
266250003	57809008	Mitral papillary muscle rupture
266252006	57809008	Mitral papillary muscle dysfunction
269299003	57809008	Cardiac insufficiency as a complication of care
270492004	57809008	First degree atrioventricular block
276516009	57809008	Myocardial ischemia of newborn
276517000	57809008	Transient myocardial ischemia of newborn
281091000	57809008	Ischemic myocardial dysfunction
281092007	57809008	Stunned myocardium
281093002	57809008	Hibernating myocardium
301122000	57809008	Myocardial lesion
304914007	57809008	Acute Q wave myocardial infarction
307140009	57809008	Acute non-Q wave infarction
311792005	57809008	Postoperative transmural myocardial infarction of anterior wall
311793000	57809008	Postoperative transmural myocardial infarction of inferior wall
311796008	57809008	Postoperative subendocardial myocardial infarction
314207007	57809008	Non-Q wave myocardial infarction
315026000	57809008	Transient myocardial ischemia
315608004	57809008	Cardiomyopathy in Duchenne muscular dystrophy
363437005	57809008	Malignant neoplasm of myocardium
370513009	57809008	Fibrosis of cardiac pacemaker electrode
394710008	57809008	First myocardial infarction
395704004	57809008	Left ventricular diastolic dysfunction
398716006	57809008	Endomyocardial fibrosis
398754006	57809008	Restrictive cardiomyopathy with endomyocardial fibrosis
399020009	57809008	Dilated cardiomyopathy
401303003	57809008	Acute ST segment elevation myocardial infarction
401314000	57809008	Acute non-ST segment elevation myocardial infarction
405547004	57809008	Abscess of myocardium
406428006	57809008	Hypertrophy of septomarginal trabeculation
413444003	57809008	Acute myocardial ischemia
413844008	57809008	Chronic myocardial ischemia
413933004	57809008	Coxsackie myocarditis of newborn
413994008	57809008	Dilated cardiomyopathy with connective tissue disorder
413995009	57809008	Dilated cardiomyopathy due to taurine deficiency
414795007	57809008	Myocardial ischemia
415295002	57809008	Restrictive cardiomyopathy
415509000	57809008	Secondary restrictive cardiomyopathy
416158002	57809008	Right ventricular systolic dysfunction
416610007	57809008	Right ventricular diastolic dysfunction
418044006	57809008	Myocardial infarction in recovery phase
419097006	57809008	Danon disease
421272004	57809008	Subacute myocarditis with AIDS (acquired immunodeficiency syndrome)
421929001	57809008	Myocarditis with AIDS (acquired immunodeficiency syndrome)
424045003	57809008	Myocardial bridge of coronary artery
426300009	57809008	Tachycardia-induced cardiomyopathy
426856002	57809008	Ischemic congestive cardiomyopathy
427372006	57809008	Eosinophilic myocarditis
427443009	57809008	Lymphocytic myocarditis
428196007	57809008	Mixed myocardial ischemia and infarction
429589006	57809008	Left ventricular cardiac dysfunction
430396006	57809008	Chronic systolic dysfunction of left ventricle
441541008	57809008	Takotsubo cardiomyopathy
447934002	57809008	Right ventricular myocardial noncompaction cardiomyopathy
447935001	57809008	Left ventricular myocardial noncompaction cardiomyopathy
448073002	57809008	Congenital abnormality of tricuspid papillary muscle
448159009	57809008	Abnormality of tricuspid subvalvar apparatus
448844001	57809008	Multiple mitral papillary muscles with hammock valve
448966009	57809008	Hypoplasia of trabecular portion of right ventricle
449353008	57809008	Hypoplasia of trabecular portion of left ventricle
457622003	57809008	Rupture of tricuspid valve papillary muscle
460317007	57809008	Myocarditis caused by Rickettsia
460329003	57809008	Myocarditis caused by Candida
460338001	57809008	Myocarditis caused by Aspergillus
460345001	57809008	Myocarditis caused by echovirus
460352004	57809008	Myocarditis caused by Spirochaetales
460500001	57809008	Histiocytoid mitochondrial cardiomyopathy due to cytochrome aa3 deficiency
460599007	57809008	Dysfunction of tricuspid valve papillary muscle
460620006	57809008	Myocarditis caused by Borrelia
462174007	57809008	Fetal heart failure with myocardial hypertrophy
471841009	57809008	Inflammatory cardiomyopathy
471846004	57809008	Cardiomyopathy due to neuromuscular disorder
471851005	57809008	Disorder of myocardium associated with rejection of cardiac transplant
471858004	57809008	Valvular cardiomyopathy
471863000	57809008	Disorder of myocardium due to sickle cell hemoglobinopathy
471870000	57809008	Pacing-induced cardiomyopathy
471875005	57809008	Ventricular myocardial noncompaction cardiomyopathy
471885006	57809008	Hypertrophic cardiomyopathy with genetic marker
471890009	57809008	Dilated cardiomyopathy with genetic marker
472100003	57809008	Ischemic dilated cardiomyopathy due to coronary artery disease
472315005	57809008	Mitochondrial cardiomyopathy
472316006	57809008	Hypertrophic mitochondrial cardiomyopathy
472317002	57809008	Histiocytoid mitochondrial cardiomyopathy
472318007	57809008	Hypertrophic mitochondrial cardiomyopathy associated with cataracts and lactic acidosis
472319004	57809008	Fatal infantile mitochondrial cardiomyopathy
472320005	57809008	Maternally inherited mitochondrial cardiomyopathy and myopathy
472322002	57809008	Disorder of fetal myocardium
472323007	57809008	Fetal cardiomyopathy
472324001	57809008	Fetal hypertrophic cardiomyopathy
472325000	57809008	Fetal hypertrophic cardiomyopathy due to twin to twin transfusion syndrome
472326004	57809008	Fetal hypertrophic cardiomyopathy associated with renal disease
472327008	57809008	Fetal dilated cardiomyopathy
472707009	57809008	Fetal myocarditis
472773007	57809008	Fetal ventricular dysfunction
472774001	57809008	Fetal right ventricular dysfunction
472775000	57809008	Fetal left ventricular dysfunction
472776004	57809008	Fetal biventricular dysfunction
472784000	57809008	Right ventricular dysfunction due to disorder of left ventricle
472809000	57809008	Atrioventricular block due to endocarditis
473365008	57809008	Dysfunction of right cardiac ventricle
697976003	57809008	Coronary microvascular dysfunction
698592004	57809008	Asymptomatic left ventricular systolic dysfunction
699668009	57809008	Secondary nonischemic congestive cardiomyopathy
700065003	57809008	Primary hypertrophic cardiomyopathy
702424003	57809008	Dilated cardiomyopathy 3B
703164000	57809008	Acute anterior ST segment elevation myocardial infarction
703165004	57809008	Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle
703209002	57809008	Subsequent ST segment elevation myocardial infarction of inferior wall
703210007	57809008	Subsequent ST segment elevation myocardial infarction of anterior wall
703211006	57809008	Subsequent ST segment elevation myocardial infarction
703212004	57809008	Acute myocardial infarction during procedure
703213009	57809008	Acute ST segment elevation myocardial infarction of inferior wall
703251009	57809008	Acute myocardial infarction of inferior wall involving right ventricle
703252002	57809008	Acute myocardial infarction of anterior wall involving right ventricle
703253007	57809008	Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle
703360004	57809008	Subsequent non-ST segment elevation myocardial infarction
704241002	57809008	Fetal hypertrophic cardiomyopathy due to maternal diabetes mellitus
713318009	57809008	Myocarditis co-occurrent with human immunodeficiency virus infection
713523008	57809008	Cardiomyopathy co-occurrent with human immunodeficiency virus infection
715535009	57809008	Naxos disease
715626008	57809008	Tropical endomyocardial fibrosis
715655000	57809008	Transthyretin related familial amyloid cardiomyopathy
715865008	57809008	Familial isolated arrhythmogenic right ventricular dysplasia
717812000	57809008	Congenital cataract, hypertrophic cardiomyopathy, mitochondrial myopathy syndrome
718212006	57809008	TMEM70 related mitochondrial encephalo-cardio-myopathy
718713000	57809008	Hypertrophic cardiomyopathy with hypotonia and lactic acidosis syndrome
719272007	57809008	Progressive sensorineural hearing loss and hypertrophic cardiomyopathy syndrome
719380003	57809008	Microcephalus cardiomyopathy syndrome
719451006	57809008	Dilated cardiomyopathy with hypergonadotropic hypogonadism syndrome
719824001	57809008	Vici syndrome
719835006	57809008	Wooly hair and palmoplantar keratoderma with dilated cardiomyopathy syndrome
719839000	57809008	Tubular renal disease with cardiomyopathy syndrome
720609003	57809008	Cardiomyopathy with cataract and hip spine disease syndrome
720610008	57809008	Cardiomyopathy and renal anomaly syndrome
721014007	57809008	Heart-hand syndrome Slovenian type
723863003	57809008	Myopericarditis
723865005	57809008	Infection causing myoendocarditis
723993005	57809008	Sensorineural deafness with dilated cardiomyopathy syndrome
